"id","cout_materiaux_ht","cout_implementation_ht","cout_total_ht","cout_induit_ht","date_sigture_devis","date_facture","date_x","annee_travaux","revenu_mo","climat","Code Région","region","Code département","departement","type_logement","annee_construction","constr_cat","nb_pieces","surf_habitable","montant_aides_fincieres","type_aides_fincieres","renovation_globale","marque","modele","poste_isolation","isolant","epaisseur","resistance","surface","lambda"
"604",,,1700,,,,,,,"H2",84,"ARA",,,,,,,,,,,,,"COMBLES PERDUES",,,,,
"605",,,1701,,"01/01/2013","01/01/2013","01/01/2013",2013,,"H1",28,"NOR",,,"INDIVIDUEL",1920,"av. 1945",3,68,14000,"AH HABITER MIEUX COMMUUTE DE COMMUNE","Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES","LAINE MINERALE",260,6.5,90,
"606",,,1701.421801,,,"26/09/2016","26/09/2016",2016,,"H2",53,"BRE",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,8,45.5,
"607",,,1705,,"01/01/2013","01/01/2013","01/01/2013",2013,,"H1",28,"NOR","27","EURE","INDIVIDUEL",1900,"av. 1945",5,76,10339,"AH HABITER MIEUX COMMUUTE DE COMMUNE","Rénovation à plusieurs gestes de travaux",,,"PLANCHER BAS","LAINE MINERALE",160,5,32,
"608",,,1706.161137,,,,,,,"H1",32,"HDF","60","OISE","INDIVIDUEL",1949,"de 1945 à 1973",,134,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"609",,,1706.161137,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1900,"av. 1945",,140,,,,,,"COMBLES PERDUES",,,,,
"610",,,1706.161137,,"15/06/2018","10/01/2016","10/01/2016",2016,,"H1",28,"NOR","76","SEINE-MARITIME","INDIVIDUEL",,,,,,,"RENOVATION SIMPLE",,,"COMBLES PERDUES","LAINE VEGETALE",,,,
"611",,,1706.161137,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"PERFORMANT - BOUQUET 2 TRAVAUX",,,"RAMPANTS",,,,,
"612",,,1706.161137,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"TRES PERFORMANT - 3 BOUQUETS OU PLUS",,,"RAMPANTS",,,,,
"613",,,1706.161137,,,,,,,"H1",84,"ARA","69","RHONE","INDIVIDUEL",1984,"de 1974 à 1990",,115,,,,,,"RAMPANTS",,,,,
"614",1517.535545,189.5734597,1708.056872,,,"15/05/2014","15/05/2014",2014,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,7,69,
"615",,,1709.004739,,,"09/08/2015","09/08/2015",2015,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"ITI","LAINE VEGETALE",,3.7,35,
"616",,,1710,,"30/01/2018","19/04/2018","19/04/2018",2018,,"H2",53,"BRE","22","COTES-D'ARMOR",,1968,"de 1945 à 1973",,,557,,"false","KUF","KUF THERMO 046","COMBLES PERDUES","LAINE MINERALE",340,7,30,
"617",,,1713,,"01/01/2013","01/01/2013","01/01/2013",2013,,"H1",28,"NOR",,,"INDIVIDUEL",1962,"de 1945 à 1973",3,65,8449,"AH HABITER MIEUX COMMUUTE DE COMMUNE","Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES","LAINE MINERALE",300,7.5,68,
"618",,,1718.483412,,,"09/11/2014","09/11/2014",2014,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"ITI","LAINE MINERALE",,3,57.5,
"619",,,1720,,"20/09/2016",,"20/09/2016",2016,,"H2",53,"BRE","56","MORBIHAN","INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",300,7.5,25,0.04
"620",,,1720.379147,,"30/07/2015",,"30/07/2015",2015,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",320,7,120,
"621",,,1723.222749,,"23/10/2015",,"23/10/2015",2015,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",350,7,105,
"622",,,1725.118483,,,"29/04/2014","29/04/2014",2014,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,7,65,
"623",,,1725.118483,,"25/01/2015",,"25/01/2015",2015,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",320,7,105,
"624",,,1727.014218,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"PERFORMANT - BOUQUET 2 TRAVAUX",,,"RAMPANTS",,,,,
"625",,,1727.014218,,"26/11/2015",,"26/11/2015",2015,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",300,7,106,
"626",,,1727.962085,,,"10/07/2011","10/07/2011",2011,,"H2",24,"CVL",,,,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",340,7.5,54,
"627",,,1734,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,90,1764,"DEPT - AIDE A L'HABITAT DURABLE","chaudi�re et ecs condensation

+ 3 vannes th.

+ isolation sol combles

+ vmc hygro B

+ fen�tre sdb",,,"COMBLES PERDUES",,,,,
"628",,,1734.597156,,,"30/06/2014","30/06/2014",2014,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,7,50,
"629",,,1735.545024,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"TRES PERFORMANT - 3 BOUQUETS OU PLUS",,,"RAMPANTS",,,,,
"630",,,1738.388626,,,,,,,"H1",84,"ARA","69","RHONE","INDIVIDUEL",1945,"de 1945 à 1973",,85,,,,,,"ITI",,,,,
"631",1514,225,1739,79.2,"06/10/2016","09/10/2016","09/10/2016",2016,,"H3",93,"PAC","13","BOUCHES-DU-RHONE","INDIVIDUEL",1940,"av. 1945",3,100,550,"CITE","RENOVATION A PLUSIEURS GESTES DE TRAVAUX","HOMATHERM","HOLZFLEX","COMBLES PERDUES","LAINE VEGETALE",280,7.1,48,0.039
"632",,,1740.28436,,,"02/08/2017","02/08/2017",2017,,"H2",53,"BRE",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,7,60,
"633",348.8151659,1393.364929,1742.180095,,,,,,,"H2",76,"OCC",,,"INDIVIDUEL",1967,"de 1945 à 1973",,,,,"RENOVATION SIMPLE",,,"COMBLES PERDUES",,,,,
"634",,,1743.127962,,,,,,46500,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1949,"de 1945 à 1973",,150,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"635",,,1745.023697,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"TRES PERFORMANT - 3 BOUQUETS OU PLUS",,,"RAMPANTS",,,,,
"636",,,1746.919431,,,,,,,"H2",53,"BRE",,,,,,,,,,,,,"RAMPANTS","LAINE MINERALE",,6.1,30.18,
"637",,,1746.919431,,,"21/02/2012","21/02/2012",2012,,"H2",24,"CVL",,,,,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",380,7.5,20,
"638",,,1748.815166,,"05/02/2016",,"05/02/2016",2016,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",273,7,70,
"639",,,1749.763033,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"PERFORMANT - BOUQUET 2 TRAVAUX",,,"RAMPANTS",,,,,
"640",,,1751.658768,,"15/02/2016",,"15/02/2016",2016,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",320,7,96.8,
"641",,,1756.398104,,"06/03/2016",,"06/03/2016",2016,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"RAMPANTS","LAINE VEGETALE",280,7,25,
"642",,,1756.398104,,,,,,,"H1",84,"ARA","69","RHONE","INDIVIDUEL",1945,"de 1945 à 1973",,140,,,,,,"RAMPANTS",,,,,
"643",,,1760,,"11/09/2015","26/04/2016","26/04/2016",2016,,"H1",24,"CVL","45","LOIRET","INDIVIDUEL",,,,,,,"RENOVATION A PLUSIEURS GESTES DE TRAVAUX",,,"ITI","LAINE MINERALE",120,3.8,40,0.032
"644",,,1762.085308,,,"21/12/2011","21/12/2011",2011,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",350,7.5,92,
"645",,,1764,,"14/11/2017",,"14/11/2017",2017,,"H2",53,"BRE",,,,,,,,,,,,,"ITI","LAINE MINERALE",120,3.8,22.4,0.032
"646",1037.914692,731.7535545,1769.668246,,,"10/06/2014","10/06/2014",2014,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",320,7,60,
"647",,,1770.616114,,"31/07/2015",,"31/07/2015",2015,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",320,7,84,
"648",,,1772.511848,,"10/03/2016",,"10/03/2016",2016,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",330,7,85,
"649",,,1773,,"01/01/2013","01/01/2013","01/01/2013",2013,,"H1",28,"NOR","76","SEINE-MARITIME","INDIVIDUEL",1983,"de 1974 à 1990",4,83,6444,"AH HABITER MIEUX DEPARTEMENT COMMUUTE DE COMMUNE","Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES","LAINE MINERALE",320,7,90,
"650",,,1773.459716,,"23/10/2015",,"23/10/2015",2015,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",350,7,90,
"651",,,1775.35545,,,"26/02/2016","26/02/2016",2016,,"H2",53,"BRE",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,7.6,52,
"652",,,1777.251185,,"27/06/2018","27/06/2018","27/06/2018",2018,,"H1",28,"NOR","14","CALVADOS","INDIVIDUEL",1953,"de 1945 à 1973",,137,,,"BBC RENOVATION","ISOVER","GR32","ITI","LAINE MINERALE",120,3.8,75,0.032
"653",,,1780.094787,,"03/09/2015",,"03/09/2015",2015,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",375,8,89,
"654",,,1781.990521,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"TRES PERFORMANT - 3 BOUQUETS OU PLUS",,,"RAMPANTS",,,,,
"655",,,1796.208531,,,,,,,"H1",84,"ARA","69","RHONE","INDIVIDUEL",2000,"ap. 1990",,100,,,,,,"RAMPANTS",,,,,
"656",,,1799.052133,,"04/10/2018","19/09/2017","19/09/2017",2017,,"H2",53,"BRE","29","FINISTERE",,,,,,,,"false","KUF","SUPAFIL LOFT 045","COMBLES PERDUES",,340,,73,
"657",929.8578199,870.1421801,1800,,,,,,,"H2",53,"BRE",,,,,,,,,,,,,"RAMPANTS","LAINE MINERALE",,6.5,39,
"658",,,1800.947867,,,,,,,"H1",32,"HDF","60","OISE","INDIVIDUEL",1949,"de 1945 à 1973",,100,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES",,,,,
"659",,,1800.947867,,,"02/06/2012","02/06/2012",2012,,"H1",24,"CVL",,,,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",350,7.5,42,
"660",,,1800.947867,,,,,,,"H1",84,"ARA","42","LOIRE","INDIVIDUEL",2005,"ap. 1990",,140,,,,,,"RAMPANTS",,,,,
"661",,,1801.895735,,,"20/12/2011","20/12/2011",2011,,"H2",24,"CVL","18","CHER",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",350,7.8,31,
"662",,,1802.843602,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"PERFORMANT - BOUQUET 2 TRAVAUX",,,"RAMPANTS",,,,,
"663",,,1804.739336,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"BBC RENOVATION",,,"PLANCHER BAS",,,,,
"664",1630,175,1805,2574,"01/01/2013","01/01/2013","01/01/2013",2013,,"H1",28,"NOR","27","EURE","INDIVIDUEL",1989,"de 1974 à 1990",5,119,9437,"AH HABITER MIEUX COMMUUTE DE COMMUNE","Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES","LAINE MINERALE",225,5.1,58,
"665",,,1807,448,"20/07/2018",,"20/07/2018",2018,,"H1",27,"BFC","21","COTE-D'OR","INDIVIDUEL",2000,"ap. 1990",,,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES","LAINE VEGETALE",370,7.5,56,
"666",689.0995261,1122.274882,1811.374408,,,"25/12/2009","25/12/2009",2009,,"H1",24,"CVL",,,,,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",300,7.5,47,
"667",,,1817.061611,,,"28/11/2011","28/11/2011",2011,,"H1",24,"CVL",,,,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",350,7.5,27,
"668",,,1818.009479,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1979,"de 1974 à 1990",,88,,,,,,"PLANCHER BAS",,,,,
"669",,,1819.905213,,"01/09/2015",,"01/09/2015",2015,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"RAMPANTS","LAINE MINERALE",120,3.7,27.6,
"670",,,1820,,"03/10/2016",,"03/10/2016",2016,,"H2",53,"BRE","56","MORBIHAN","INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",330,7,52,0.0471
"671",,,1820.853081,,"19/11/2015",,"19/11/2015",2015,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",350,7,50.25,
"672",,,1821.800948,,"14/12/2016",,"14/12/2016",2016,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",350,7,115,
"673",,,1821.800948,,"15/04/2014",,"15/04/2014",2014,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",380,7.6,116,
"674",,,1826,93.83886256,"13/02/2017","22/02/2017","22/02/2017",2017,,"H1",27,"BFC","21","COTE-D'OR","INDIVIDUEL",1987,"de 1974 à 1990",,87,1250,"AIDE TERRITOIRE","Rénovation à plusieurs gestes de travaux","ROCKWOOL",,"COMBLES PERDUES","LAINE MINERALE",345,7.5,83,
"675",,,1827.488152,,,"12/09/2016","12/09/2016",2016,,"H2",53,"BRE",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,7.6,68,
"676",,,1831,,"29/01/2016",,"29/01/2016",2016,,"H2",53,"BRE","56","MORBIHAN","INDIVIDUEL",,,,,,,,,,"RAMPANTS","LAINE VEGETALE",260,6.2,13.42,0.0419
"677",,,1832.227488,,,,,,,"H1",84,"ARA","69","RHONE","INDIVIDUEL",1945,"de 1945 à 1973",,135,,,,,,"RAMPANTS",,,,,
"678",,,1833.175355,,,"15/09/2010","15/09/2010",2010,,"H1",24,"CVL",,,,,,,,,,,,,"RAMPANTS","LAINE VEGETALE",150,3.7,40,
"679",,,1836.018957,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"TRES PERFORMANT - 3 BOUQUETS OU PLUS",,,"RAMPANTS",,,,,
"680",,,1839.810427,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"PERFORMANT - BOUQUET 2 TRAVAUX",,,"RAMPANTS",,,,,
"681",,,1839.810427,,"03/12/2015",,"03/12/2015",2015,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",320,7,168.8,
"682",,,1839.810427,,,"06/07/2010","06/07/2010",2010,,"H2",24,"CVL","41","LOIR-ET-CHER",,,,,,,,,,,"ITE","LAINE MINERALE",100,3.2,40,
"683",,,1840.758294,,,"12/11/2013","12/11/2013",2013,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"PLANCHER BAS","PLASTIQUES",,3.8,39.27,
"684",,,1841.706161,,,"12/10/2013","12/10/2013",2013,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",350,7.5,78,
"685",,,1844.549763,,,"03/02/2010","03/02/2010",2010,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",300,7.5,52,
"686",1846,,1846,,"26/09/2018",,"26/09/2018",2018,,"H1",24,"CVL","45","LOIRET","INDIVIDUEL",1976,"de 1974 à 1990",6,165,,,"Rénovation à plusieurs gestes de travaux","ISOVER","COMBLISSIMO","COMBLES PERDUES","LAINE MINERALE",345,7.5,105,0.046
"687",1846,,1846,,"26/09/2018",,"26/09/2018",2018,,"H1",24,"CVL","45","LOIRET","INDIVIDUEL",1976,"de 1974 à 1990",6,165,,,"Rénovation à plusieurs gestes de travaux","ISOVER","ISOCONFORT","RAMPANTS","LAINE MINERALE",220,6.3,36,
"688",,,1848,,,"09/07/2017","09/07/2017",2017,,,,"Z_Non Connu",,,,,,,,0,,,,,"COMBLES PERDUES","LAINE VEGETALE",330,7,44,
"689",,,1848,,,"09/07/2017","09/07/2017",2017,,"H2",53,"BRE",,,,,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",330,7,44,
"690",369.6682464,1479.620853,1849.2891,,,,,,,"H2",76,"OCC",,,"INDIVIDUEL",1980,"de 1974 à 1990",,,,,,,,"COMBLES PERDUES",,,,,
"691",,,1850.236967,,,,,,,"H2",53,"BRE",,,,,,,,,,,,,"RAMPANTS","LAINE MINERALE",,6.3,50,
"692",,,1861.611374,,,"22/09/2011","22/09/2011",2011,,"H1",24,"CVL",,,,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",350,7.5,40,
"693",,,1865.402844,,,"25/05/2009","25/05/2009",2009,,"H1",24,"CVL",,,,,,,,,,,,,"PLANCHER BAS","PLASTIQUES",100,2.8,75,
"694",,,1867.298578,,"16/02/2016",,"16/02/2016",2016,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES",,345,7.5,84.11,
"695",,,1868.246445,,,"12/03/2014","12/03/2014",2014,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"PLANCHER BAS","PLASTIQUES",,3.4,28,
"696",1364,506,1870,,"19/04/2018","31/05/2018","31/05/2018",2018,,"H3",76,"OCC","66","PYRENEES-ORIENTALES","INDIVIDUEL",,,,105,,,"RENOVATION A PLUSIEURS GESTES DE TRAVAUX","KUF","FIBRAROC CLARTE FM","PLANCHER BAS","LAINE MINERALE",125,3.3,22,
"697",,,1870.14218,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"PERFORMANT - BOUQUET 2 TRAVAUX",,,"RAMPANTS",,,,,
"698",,,1872,7575.521327,"16/03/2017","29/01/2018","29/01/2018",2018,,"H1",27,"BFC","21","COTE-D'OR","INDIVIDUEL",1900,"av. 1945",,,1250,"AIDE TERRITOIRE","Rénovation à plusieurs gestes de travaux","PAVATEX","STEICO FLEX","ITE","LAINE VEGETALE",140,3.7,95,
"699",672.0379147,1200,1872.037915,,,"07/08/2015","07/08/2015",2015,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"ITI","LAINE MINERALE",,3.8,24,
"700",,,1875.829384,,,"09/02/2014","09/02/2014",2014,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"PLANCHER BAS","PLASTIQUES",,3.7,47,
"701",,,1876.777251,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"PERFORMANT - BOUQUET 2 TRAVAUX",,,"RAMPANTS",,,,,
"702",,,1879.620853,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"TRES PERFORMANT - 3 BOUQUETS OU PLUS",,,"RAMPANTS",,,,,
"703",,,1880,927.3933649,"19/04/2018","31/05/2018","31/05/2018",2018,,"H1",27,"BFC","21","COTE-D'OR","INDIVIDUEL",1973,"de 1945 à 1973",,,1250,"AIDE TERRITOIRE","Rénovation à plusieurs gestes de travaux","ROCKWOOL","ROCKPRIME004","COMBLES PERDUES","LAINE MINERALE",365,8,80,
"704",,,1886,,"12/03/2016",,"12/03/2016",2016,,"H2",53,"BRE","56","MORBIHAN","INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",350,7.5,30,0.0467
"705",,,1887.203791,,"12/11/2015",,"12/11/2015",2015,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",365,7,94,
"706",,,1888.151659,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1800,"av. 1945",,104,,,,,,"COMBLES PERDUES",,,,,
"707",,,1890,,,"02/07/2018","02/07/2018",2018,,,,"Z_Non Connu",,,,,,,,0,,,,,"COMBLES PERDUES","LAINE VEGETALE",330,7,30,
"708",,,1890,,,"02/07/2018","02/07/2018",2018,,"H2",53,"BRE",,,,,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",330,7,30,
"709",,,1890.047393,,,"28/07/2009","28/07/2009",2009,,"H2",24,"CVL",,,,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",240,5,90,
"710",,,1890.995261,,"20/04/2016",,"20/04/2016",2016,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",320,7,105,
"711",,,1890.995261,,"16/12/2016",,"16/12/2016",2016,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",330,7,105,
"712",1893.838863,,1893.838863,,,,,,,"H2",75,"NAQ","17","CHARENTE-MARITIME",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,7,96,
"713",,,1895.734597,,,,,,,"H1",32,"HDF","60","OISE","INDIVIDUEL",1900,"av. 1945",,120,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES",,,,,
"714",,,1895.734597,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1600,"av. 1945",,230,,,,,,"COMBLES PERDUES",,,,,
"715",,,1895.734597,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1948,"de 1945 à 1973",,114,,,,,,"COMBLES PERDUES",,,,,
"716",,,1895.734597,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1900,"av. 1945",,139,,,,,,"ITI",,,,,
"717",,,1895.734597,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1800,"av. 1945",,94,,,,,,"COMBLES PERDUES",,,,,
"718",,,1895.734597,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1940,"av. 1945",,36,,,,,,"COMBLES PERDUES",,,,,
"719",,,1895.734597,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1900,"av. 1945",,104,,,,,,"PLANCHER BAS",,,,,
"720",,,1895.734597,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1600,"av. 1945",,203,,,,,,"ITI",,,,,
"721",,,1895.734597,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1778,"av. 1945",,134,,,,,,"PLANCHER BAS",,,,,
"722",,,1895.734597,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1950,"de 1945 à 1973",,65,,,,,,"PLANCHER BAS",,,,,
"723",,,1895.734597,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1970,"de 1945 à 1973",,34,,,,,,"PLANCHER BAS",,,,,
"724",,,1895.734597,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1930,"av. 1945",,100,,,,,,"PLANCHER BAS",,,,,
"725",,,1895.734597,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"TRES PERFORMANT - 3 BOUQUETS OU PLUS",,,"RAMPANTS",,,,,
"726",,,1895.734597,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"TRES PERFORMANT - 3 BOUQUETS OU PLUS",,,"RAMPANTS",,,,,
"727",,,1895.734597,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"TRES PERFORMANT - 3 BOUQUETS OU PLUS",,,"PLANCHER BAS",,,,,
"728",,,1895.734597,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"BBC RENOVATION",,,"RAMPANTS",,,,,
"729",,,1895.734597,,,,"01/01/2011",2011,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",300,7.5,40,0.04
"730",1263.507109,632.2274882,1895.734597,,,,,,,"H2",76,"OCC",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES",,,,,
"731",1516.587678,379.1469194,1895.734597,,,"05/04/2009","05/04/2009",2009,,"H1",24,"CVL",,,,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",250,5,98,
"732",,,1895.734597,,,"24/11/2011","24/11/2011",2011,,"H1",24,"CVL",,,,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",350,7.5,31,
"733",,,1895.734597,,,"13/09/2011","13/09/2011",2011,,"H2",24,"CVL",,,,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",230,5,80,
"734",,,1895.734597,,,"31/12/2009","31/12/2009",2009,,"H2",24,"CVL",,,,,,,,,,,,,"COMBLES PERDUES","LAINE VEGETALE",280,6,30,
"735",,,1896.682464,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"PERFORMANT - BOUQUET 2 TRAVAUX",,,,,,,,
"736",,,1897,,,,,,,"H1",28,"NOR","61","ORNE","INDIVIDUEL",,,,,,"CITE. CEE","Rénovation à plusieurs gestes de travaux","OUATECO",,"ITI","LAINE VEGETALE",150,3.9,16.4,0.038
"737",,,1899.526066,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"TRES PERFORMANT - 3 BOUQUETS OU PLUS",,,"RAMPANTS",,,,,
"738",,,1900,,"19/10/2017",,"19/10/2017",2017,11351,"H3",94,"COR","2B","HAUTE-CORSE","INDIVIDUEL",1990,"de 1974 à 1990",4,145,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES","LAINE MINERALE",300,7.5,76,0.04
"739",,,1900.473934,,,"02/11/2014","02/11/2014",2014,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,6,100,
"740",,,1904.265403,,"01/09/2015",,"01/09/2015",2015,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"RAMPANTS","LAINE MINERALE",240,6,28.1,
"741",,,1910,,,"17/01/2018","17/01/2018",2018,,,,"Z_Non Connu",,,,,,,,0,,,"BIOFIB",,"RAMPANTS","LAINE VEGETALE",280,7.2,38,
"742",,,1910,,,"17/01/2018","17/01/2018",2018,,"H2",53,"BRE",,,,,,,,,,,"BIOFIB",,"RAMPANTS","LAINE VEGETALE",280,7.2,38,
"743",,,1915,,"16/03/2017","29/01/2018","29/01/2018",2018,,"H1",27,"BFC","21","COTE-D'OR","INDIVIDUEL",1900,"av. 1945",,,,,"Rénovation à plusieurs gestes de travaux","PAVATEX","ISOLAIR","ITE","LAINE VEGETALE",35,0.8,114,
"744",,,1915.63981,,,"07/08/2014","07/08/2014",2014,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",,7,80.5,
